NonLaborIncome,Wage,HoursWorked
54.44160367279517,7.293669826680371,30
57.045954644379464,2.0448282191075107,10
48.47869165226947,3.0743188772860703,20
12.287721406968567,2.6938392515849103,40
19.7102284293974,5.225843918946307,40
12.828626711806082,10.911451501693618,40
67.27693701374024,2.0299723553236944,20
38.2920382968694,2.0767585871255023,0
55.77136220482325,4.827305682879093,30
91.68098265334837,3.955236192038445,10
32.43630062339874,7.505897381987049,20
46.93446307320668,3.747768146720615,20
77.99960246887439,2.2308648827216624,0
30.59183489424602,3.761659276049864,30
16.92819188459137,5.001745589069714,20
36.077630762239124,4.268511619685223,10
24.5099158528604,3.593047460170082,40
93.67278871083158,4.887451877728874,10
82.73083416079753,5.1712403605488815,30
67.00633808593811,5.81352700925885,20
88.43145311689459,3.8837082749586536,20
82.33048692092031,2.479569746535625,20
26.791305299743225,2.946719529035118,20
90.330309864098,5.278172559105657,30
58.540801772408564,1.7344413636678118,20
82.66961396476563,3.329327460829585,10
90.64821699311439,2.18947908153074,30
38.62031274746775,2.7615984278413896,30
19.90467320749091,5.491209409522807,10
30.51416462877475,3.0195399562363265,30
48.43970097636307,2.7886011815498644,0
83.62132893302439,1.2866978399570663,0
87.46575249307091,4.097755813595306,20
10.625691747807164,3.876824146908022,30
55.967257231980916,8.93333779079354,40
47.56699028339011,2.294975047205021,30
29.98970294236572,3.0664872253901327,40
20.78788306003145,3.1179041398274197,20
40.385365426326516,6.47273865341228,20
94.86187335212672,2.5794790428976815,20
39.088263881867974,3.1691450118930127,10
56.691155956902946,3.7975004741418505,30
73.27170630056601,3.012092493308755,40
42.726664214136456,2.1264661384910535,10
97.46038744488646,3.024511213442965,0
96.62025654479001,4.906188966012887,0
32.66040662428277,1.5456068019653273,30
54.75236553031469,2.9245286452663755,20
37.07904788350927,1.8495336972594296,10
35.63564449397209,5.245002119297241,30
13.319825261907951,1.1761509526889666,10
64.86079005819072,1.9988919139584589,20
55.24111209059753,3.3449994571242545,30
14.633087612499041,6.430409461479452,40
35.07818178129503,2.6217377372583597,20
91.74392973699884,2.0029883899146728,20
31.560570160027517,7.649470182054895,40
23.04053848821008,1.2257983607406824,10
54.05074842498067,0.8111167508193898,0
98.70854086995406,3.462559126209789,20
31.784974436035036,2.0623996357869525,0
70.49219926652907,1.5501038839338697,0
78.54576537958458,4.013228565839838,20
31.38737895931597,3.1083448830274696,20
75.53947137506736,1.9932306270881224,10
43.10048194473279,1.3442450854623822,10
66.90752475342215,4.392293511122395,30
67.01767396848052,3.886895036897117,20
58.21972156672826,2.573979834712809,30
18.12607930489675,7.505607049519219,10
85.17722460303142,1.5090093539199616,0
38.870205847456226,1.1746393402270374,10
26.786665935986882,1.8579069558704664,10
13.669762739928753,2.650975514675382,10
63.18036488694176,3.107556410104162,30
70.98079256580542,2.3805228970126464,30
11.492904603507053,3.299036539386698,30
56.088375246935286,1.365681152094819,10
30.384619767814417,6.013882413460717,30
68.06555113685049,2.5981946848796267,10
25.69297861044923,5.025438467605986,30
72.18439642922193,3.2821508042748877,10
44.806181167048365,3.494583752285698,30
94.30569898630611,3.7186920393296066,40
22.376884973139394,3.477242894262257,20
40.695971594523265,3.870940566406034,40
20.212616911653015,5.6464887487459,30
93.22242564507064,3.0285581353318722,20
88.9605418042883,4.014657612488686,10
33.21474649436401,2.587378932544439,40
69.39856414307611,6.001830274716968,40
83.54999801810942,1.8738295675464238,10
59.96807304395161,7.31931861385054,20
57.66855205204058,2.6589016583970917,20
31.76670618104065,1.2374758422240772,20
18.379249102530927,2.916713381831041,30
90.74941821579941,1.8690337542866622,0
91.03762514469975,4.316107489367262,10
66.97913115459411,1.8984861613029296,0
40.51268119438306,2.1267587597993223,10
41.42886171513948,0.9615127995090228,20
75.33601109832155,2.1196087598512507,0
90.73992339573194,0.7166744188077989,0
89.83777818386056,1.1375234045761442,0
80.18879912718614,4.129796205661792,40
67.7828481538859,4.187860936626472,40
17.572596849554394,3.4349475593112797,40
24.54658426851524,1.5970578955669636,10
90.86987696743714,2.647878502080275,20
64.57861536936309,2.712901166731132,10
10.827734645496669,1.4374912704551852,20
19.13243885794289,6.214399293404855,10
69.71515921972502,4.404158727231366,0
10.455542546159682,2.407213138677855,20
24.47272462757488,2.758776298897864,20
59.38604104299275,3.0483807389324036,20
72.27056779234239,0.8843041825429268,0
68.67651335523405,2.372756690180232,10
30.18423785145038,1.86807532636695,40
74.09612992127823,1.5669154331471982,10
31.352417874712007,2.3288971722865437,20
39.285972834334096,7.306231321807603,40
77.18422646062217,3.8669402981251144,10
68.46696091424931,1.9854618470587202,20
86.43010694447601,3.724454990105472,10
69.1851603070309,5.868772454748241,20
61.147774300192445,4.520165126561795,20
18.43072910452832,2.80891054975744,40
43.09442227534902,1.9044338489611223,0
33.86821309135529,3.990924157436365,30
31.95906790411752,3.3750730278840315,10
97.57094992772011,4.447562845653303,30
45.378795220008435,3.854897781827461,20
90.2841899659402,4.841642358441871,30
66.80247633975367,2.0251031421201007,20
81.53301731874836,5.6100898536451504,40
55.23733837946729,3.0303550248679065,10
61.92134961637232,8.511289680636729,30
54.32659244369775,1.860688722404563,20
27.571868901824004,7.0623657803579745,40
75.02069037353547,3.0308737094351668,30
35.26951261967702,1.8997458194989014,40
12.188436978830845,2.0831117121843326,20
68.09250663164511,2.279164618638355,40
25.939961146634406,3.4325082787230885,30
94.64127259176229,3.6239316166305726,20
95.85357193023286,1.9827107971620872,0
92.33779511984037,2.682113154349621,20
43.31428302299,8.830827256289563,20
11.391095487598069,7.029733130327231,30
93.54867063289528,3.4555375054106294,0
48.53657334855829,2.7756970726153956,20
96.99893371393026,2.9037913049544235,20
96.72579793803276,3.8092597731553837,30
86.7708509920624,1.548774679806139,10
36.50040028626271,2.3594838899384194,30
44.658795574173276,1.0857584329819165,10
86.60230043651713,3.385740756507338,0
38.52298046406499,3.88047576838829,30
25.254347201748324,2.083913144533363,20
60.11211362125152,6.460409590001227,10
94.25392967447029,1.3851783242865308,0
72.64268170074757,1.2148174467125408,0
61.30550530804285,3.0754415984755026,0
18.745884439369167,4.835110904236381,40
65.35065040292528,6.863106832865388,20
99.10484650938369,2.1119541480866135,0
22.60756137128716,4.919832368040145,40
56.64966871273631,2.6613149473986857,10
88.96357647351599,2.4720678460515515,10
76.6691755978784,4.419439886806494,40
72.73141668957412,3.8914334392249965,30
73.22356755883983,1.142232080748059,0
42.35420360977797,6.123275662767626,0
36.423265983804406,5.8069196223338935,30
82.84250399306623,1.926953992918437,10
82.91020552112627,3.379378927635061,40
88.03650867220934,3.5669703800358894,10
92.19164973008242,3.1373251417859658,30
56.020815897484404,2.0083875082057947,0
55.136466521847964,1.8787509122254509,20
81.84656610700976,2.680344312153402,20
68.49675376999886,5.181014883790937,20
73.1770189531933,3.6655562048085892,30
81.6213402492491,2.217015933012095,0
90.10048076358096,4.155506369744963,30
40.41956411663822,0.567395639695757,0
43.802465737594964,5.1131780331925025,30
18.45837458567821,1.0441022462354268,10
62.045212689655656,2.227004663238317,40
13.234804641706788,1.4684120193658525,40
51.90382163192142,1.3336575272757158,10
58.838017123681894,5.147209550924443,20
35.7887126915456,2.101737406867057,10
63.174993451210966,3.288978844381258,30
12.745022494514448,2.649030387718234,30
13.361336987429297,3.533795320447267,30
84.03405045936924,2.8355957043086213,10
42.41715772701366,1.3422593506504135,10
21.43544613866963,4.7018062843085024,40
57.001893404932396,2.071833324382505,20
79.29941977887498,1.1547454796343815,0
29.423892474715885,2.14799889339822,10
66.06014282371002,6.205387614829509,40
17.68127184943912,4.33890476583633,10
14.651354905174692,2.24395812379451,20
57.82191684113332,2.2432108678070555,30
58.657160944909585,2.2775509520676396,10
67.36869113483858,8.518254005925622,30
75.34822003503955,3.3537009550168575,20
97.82668715162812,3.4436188370718583,10
56.46703134710758,4.790601126647952,40
39.06608256471214,3.099788977700444,40
81.56675752918333,2.3573233927893336,30
34.37490261358668,2.44002328673461,20
49.507427863507246,2.61331441712312,10
17.061074320803936,2.6631983025858097,30
12.281566907391175,4.055995873879768,30
96.63835732101326,2.7970638365872826,0
85.23821084609853,4.067188776396383,20
72.63767854843282,2.600245544967342,30
46.80576499728429,2.838425095940141,30
25.59648880637612,0.9057333096397486,0
24.079333840397744,4.4995627306417285,30
32.52186083481358,3.2889509762974756,20
59.43039982355084,4.706316583821801,30
74.31363304300561,0.5526997027228631,0
69.41776390459582,8.572900193138715,40
35.19405072513486,2.517397688120054,20
95.93787525968747,5.000313193666286,40
76.41072250261917,1.5342654619331846,10
59.891864726026064,3.807701201220357,10
65.0548671610917,1.522907657737603,40
47.764005618501095,1.9288559817876094,30
32.29578905510417,7.789037096672346,30
42.03754107861354,2.4476409412837556,20
78.20614994179321,3.0635919892955483,40
11.295413976678027,4.386524605230618,40
20.44653764562246,3.5702122163656664,20
14.140237781957747,2.9527306841150414,30
13.665592208707313,3.3225366797756983,30
86.99145256099065,10.194808008085797,10
73.32920734420213,2.633489207123313,10
52.67564461785927,3.0361931448048005,20
18.805074458590134,4.844576916549446,20
54.24542876051491,4.993011641734408,40
52.61245937025091,5.221927925311199,20
25.588168291901365,3.862449710160966,30
49.04664843141757,1.449686459174485,20
45.86542609576361,6.675121075447317,40
65.42650882469948,1.4470254474412334,0
67.15842857808794,3.210573256835288,20
14.077360879484006,1.795257171106451,30
43.71513531638241,2.6240630772363693,10
66.32739241428128,3.2570416878240565,10
55.28226327220789,3.24380319977088,20
87.08408570694901,3.4282722423235934,10
69.28242684570505,6.603112956967295,30
24.664098437328672,3.4884023981432493,40
16.351187266038686,2.3767020907481626,10
67.8177350385684,4.619322006841279,40
12.386017948745963,5.228940984283716,40
62.7198023146117,1.3837755949539303,0
94.62072172824618,3.77564050466064,10
61.792676008829105,3.9974034317401514,40
44.935293358586975,2.3079047381262012,30
67.89593965981179,5.792933121399645,30
51.2427601442365,2.5029484754805558,30
59.105511038434145,2.912660863324546,20
94.73183278988726,2.4714635280445467,10
44.74923740206968,2.7416734336196202,20
96.50715074415228,1.4874283693326071,20
91.48155777604573,1.2311787140048887,0
27.62120213103668,6.53372865903501,30
16.24251707876489,1.706033795095096,40
19.070020123968398,1.5757545041112473,10
11.639964308639476,0.8316325665229587,10
18.499866468033556,1.912805550205357,40
71.47060960747211,1.3129816421630867,0
16.40697836142061,6.706708794803273,40
38.70780672643852,4.736978092358063,20
86.03877798725091,1.861750753159263,10
12.094474216224327,9.38243845956177,30
83.30216343300422,4.664455083070667,20
35.36692972960599,2.2735505740864963,30
20.634834485949064,0.6875139606961445,0
72.70634488277356,9.583265640256638,40
66.60485621018955,1.2658389997987312,0
88.97248121743476,1.0996926032655776,0
76.15639394234972,4.7703216648483435,30
82.31328373463637,10.400603397832036,20
35.38311153141758,5.820289775919578,30
25.969558940175055,3.70672973937799,30
77.55532764767725,3.7701503749380163,30
82.61512653405376,4.346533180404388,30
99.1454627800606,4.126422151555822,0
47.135590922028385,3.172929466840956,20
43.481627721350485,2.878618832804391,10
79.87716646677971,2.6262941383842495,0
40.672318622771606,1.7955645340140283,40
93.76815930432082,2.329441892392157,10
87.25714766587106,1.0713009512142941,10
48.609462463751655,2.5751639584236643,10
77.57839610123476,1.5781841138590957,0
77.90885866762142,1.4814567223131452,20
19.281148195233936,3.0009886462667033,20
91.229761601161,5.845085703323649,40
55.472713520307146,4.504487550443684,40
84.38117194969675,1.1459393205795618,0
38.804464092755055,1.5772842276703827,0
90.59709056465805,4.560462999698293,10
45.02815108607468,1.5834910477989044,10
10.975388633226853,2.4023604323525665,20
91.48437787773373,3.678586791822595,0
18.21580091075202,1.595856447528936,40
38.738227383137335,2.880478794384285,30
95.50557703457244,1.3051082372999092,0
95.55464322438004,1.9527678878940027,10
61.60940993109575,3.240993970510739,10
66.86534909528193,1.1318499823324826,0
50.36009697804878,3.463435812926702,30
36.388969452825805,2.689080222950026,20
39.57980908329244,3.683522424437935,10
70.52666104693346,3.074532243447254,20
77.7137076493912,5.75619828299775,20
81.24211393532637,2.912097105526038,10
81.06563285150985,2.1464749798949363,20
18.208549274382133,2.9074128381114503,30
54.49782742323233,3.664947153395085,20
15.180288401497986,2.792320690166886,40
59.4575994091362,2.779651138728733,0
49.73774512360393,1.8476315427402799,10
89.89337644824698,1.8877855875293854,10
41.58235112968708,1.2567978540797957,10
20.536031478484528,7.115440981521533,30
22.869251384755227,1.3714591150139233,30
78.5359568545725,1.8568883212272829,10
65.63962569846349,1.8310251548985952,0
19.10104085105112,4.44690526119123,40
17.56961255034977,2.3112249767406188,10
73.0872218313208,5.399239660096111,20
16.548670572777418,1.876822442437125,10
83.96740533613206,3.1690973167760594,10
73.56180044408465,1.7169665854306568,0
17.32139025777098,8.84482038343345,30
17.635394267667273,1.414563311288549,0
98.7975620651058,3.223286175756481,10
43.68437161805083,3.8519414137472703,20
43.357793236020186,3.412992606336531,20
83.15196105317523,2.4549141412416615,10
95.25237196454728,2.5309598424187434,10
98.74009574405838,2.78457792682911,30
77.80403667330475,2.50715563921092,0
43.86336269778242,4.618793455819228,30
17.51506450288019,9.168627946101468,40
79.94322243346932,2.0004647293564735,20
60.256382476222456,1.2796778431718039,10
48.17998083222786,2.5894483827809465,0
91.57189465852623,11.232823205770902,40
20.00777340755362,1.7471379423895308,10
54.336259386177325,6.696026180119274,20
11.021828029067716,6.839642387524638,20
52.17945777947136,2.0047642384979563,10
15.067294811365361,3.71708847396707,30
20.693612464126474,6.656661900235974,30
20.57736220993944,2.2066592990075047,10
68.42892719044572,2.4303391170171453,0
77.1440391338881,1.9740267603510568,10
62.503188858744366,1.5556349622220478,20
96.59552936270877,1.9019836164146897,10
43.73835215713336,1.386569697234321,0
35.714087765367466,2.769719101184605,20
88.17392153705143,1.7798244269920058,10
30.123625466750738,3.0912707474002588,40
96.69002854965501,1.1551814077041793,0
11.09390272208347,3.2608377070386387,30
97.28909440368751,4.299251461757014,20
13.884392075551851,0.9079603185127282,40
90.2028802328264,3.3391995194068946,40
57.49309981776699,5.339958844181624,20
99.36683165073703,1.3975174879670451,0
16.641690826185897,6.820377435418309,40
59.846885596118874,3.4228052217919367,20
97.2372282057189,1.8445650036831904,0
57.078805975313394,2.636169739212881,20
66.64587743217363,3.695366737662255,10
72.61738200861555,2.834322595598843,10
50.90869582909959,3.6558031013814656,20
66.4802272075657,1.6382515151671422,0
62.58828807307902,2.983653192455891,10
91.10422094418901,1.2491421387401918,0
14.090174230731208,2.5569769102642663,40
35.28668706330073,1.653428146659572,40
95.53703356689029,1.8138624675211181,30
90.12374055018248,5.364757884532059,40
51.009107750714165,4.954125017053868,20
65.81193380213831,3.8000946202911146,10
34.96430646830194,1.4906734227491094,10
26.930904375138518,2.28410748956569,20
51.7328564445984,5.297334317071046,20
41.80170052234475,2.938632398367719,20
62.529050066578485,9.73406167071813,40
16.996117326848637,3.37476202817075,30
97.69553268995499,3.0211181586505877,0
98.75896700316426,2.293286507181728,0
72.83455426177706,2.925447608813317,40
58.24867297097084,2.4996271730941095,10
37.8574854657695,4.012681705051004,20
83.24155177362537,4.600597904267259,20
71.62580552984913,1.7642149373295772,0
24.635524541040215,1.3071142902545347,10
91.98344660444582,0.9901360161830031,0
84.0283518630852,3.594465242647461,20
95.48199219627317,1.4816381986511178,10
75.3147557549524,0.8318610776143421,0
65.20736763422109,3.3659768982902953,20
47.6418732661557,10.709698519118266,20
93.94556350186119,2.70922061788817,10
87.94575005503675,4.311000130120663,20
14.069680309557047,2.8434160026481976,40
12.37302770475268,2.5743850517611966,30
43.881703019024464,4.506370514923623,10
82.94979977036496,2.317175531553622,0
98.854851638345,3.1489396362030253,20
23.537520199317537,3.244410901830934,30
63.47176438169216,1.882405067550556,20
44.28017709679194,4.690894514194154,40
97.29229580331429,2.46889858409204,40
85.79070308221378,1.7938069735494822,10
85.44958342400241,3.651289577003812,10
52.18238438154732,1.6583823014431645,20
47.33375521038987,2.760742420669212,30
34.60663647376356,2.70468255860319,30
15.073794698583441,4.939393553464712,40
87.82501386295479,3.5292452154053784,20
83.16109082170698,2.681121488075351,10
99.97459059575175,4.2621403537374425,20
99.69731533665149,5.839318833625276,40
59.988853504236474,3.6943169097237902,0
79.20886736624594,2.7338037129880175,20
95.02891568941853,1.3211334893916182,0
86.46826516096704,1.513140791960299,10
32.26132915688779,2.298200470587608,30
50.54897217790842,1.9440400133247329,20
21.62434736363455,2.45264193249062,40
95.86459245328501,2.804309829733221,10
64.5557171005792,3.637625068124934,30
30.577852495311646,2.6148995193803737,30
70.4530615965271,3.552231168039387,40
65.63154164121062,2.8164040964081263,20
42.23464462295564,0.9171294851679953,0
20.220183297966614,1.6215225173341046,0
70.44158760335196,2.511177695137264,0
56.827693081341394,1.3974761943356682,10
79.50865525620753,3.7808951792364516,30
56.814715100079404,6.308594801086495,40
86.69633502866861,5.313862746976181,10
59.6716154897037,2.417191722271969,20
60.484417438184764,6.171237439522868,20
88.89882423925106,2.9498876989104295,10
46.31345795911573,2.258278316006772,40
22.061370560557666,1.9398846936626821,30
12.590440868200508,2.3016854811155767,20
77.9623530106257,2.195704056579632,10
65.82785962181183,2.9853856136593047,20
73.36717912893012,2.9692686882368644,10
29.166774535801967,2.722839612924128,30
22.27343280280928,3.4567055882167614,30
11.309019910109374,5.23232354107005,40
41.55288029259373,4.5825461632423234,10
63.09259181691698,1.2011820544769398,10
45.30196405897591,0.6672058738822014,0
49.37274298213561,4.544310228391427,10
91.37428250443736,1.281737674994592,10
41.34299203209703,2.4021856945110525,20
56.25905402438297,1.4282327426236634,10
80.52877114670288,1.0089505783315498,0
45.68885040891431,3.661249565603065,30
65.98780302050861,4.126936392673516,40
87.61273378720706,1.9796484523020694,0
95.45685612918778,0.6537218912654109,0
23.236613283613416,2.012878029590731,20
93.3928862645345,3.3719533413916136,10
54.29046637715844,1.2051434881715064,10
33.24199494690625,3.00671450453338,10
51.322218061443515,2.695488859643536,30
98.20293177569293,3.7382228503057644,30
54.33562845935826,2.9030711754226224,10
39.587644925875736,1.5917150496924939,10
67.00607688850532,5.249402842851836,30
31.613105690037376,2.491310145206726,30
16.827699529779753,2.677765031878163,30
21.59917497195843,1.6269427212901881,40
21.52412550619952,2.1301550315643993,20
23.67124241610649,1.6708934899644596,40
22.49444553844691,2.4716344860735804,20
67.67872703228932,6.968776449368662,40
26.369207595923033,1.2782019596785739,20
41.11005549914769,1.1191183985200068,20
90.71095689154106,6.105217174334276,40
52.65654762365851,2.4226742149825546,20
70.08019646689245,1.8813883601553645,0
25.508788408146685,4.816018638251394,40
27.30601169278037,1.9482108783700618,30
13.678175463983099,7.42093709588418,30
25.20415567649481,3.94661886670092,20
35.073130512876276,2.0785046679198893,20
25.93094358490721,8.90416831677693,30
17.983228038135007,1.9481043905219635,0
20.857228399054073,4.088394926839785,40
51.47008912294532,3.2046757628692517,30
28.570034656521326,5.561999740574787,20
42.78428749432679,6.416232825694047,30
55.30755437693712,2.766553390175471,10
72.13553457664288,1.7961045328094956,10
13.538092585698905,3.5007760714522806,30
81.94693590181384,1.8724665016998918,10
66.5110350541817,8.22651921132737,20
17.35831287539847,2.9302695989675165,30
88.62207616960995,2.2234791343508298,0
92.87851604786319,3.008898810770052,0
15.497016386937737,1.295738160360024,30
34.918988333248336,1.5929892439270428,10
82.55811518137551,5.260508259534519,30
77.34337213452925,1.89403248579129,20
26.60689174207396,1.528365646438908,40
28.841439100303926,3.651576579374446,40
43.34248925122438,5.218120528582884,40
53.60706866719192,4.03668705983262,20
65.64292943772664,4.701239640293616,20
43.202227561279514,1.79277141901978,20
51.62812445198331,1.2435922077381452,0
77.2723844320381,6.207346491511507,20
13.30148826015381,2.2762425716458465,10
32.719324990961866,2.3679908214792085,20
74.20146272960972,5.643513192280422,20
90.56861539184794,3.691107339983929,30
56.05096979040995,3.4929207406081693,30
57.89021367387841,8.941928570550298,40
19.645481020579844,1.9080179357895897,10
50.26711301411092,4.528143673653659,10
57.935553980952086,2.8048700746201702,30
31.82234532712567,3.1510185613341783,30
34.231890785444286,6.300680443858946,30
43.95557467941604,3.5941576995466584,20
11.806407799995373,3.654878474277518,40
38.987124902486045,4.90315578476475,20
29.03032062968902,2.2239302172302984,20
39.474761696012315,1.7133228686072763,0
20.778591863732608,1.5301334338808124,40
90.14745526659054,0.9217362823522651,0
63.42332081986438,8.422560854202429,20
71.11920872300406,1.4817671545668936,0
81.02541147466044,2.4068299471894625,10
54.85979790361515,2.3343948322854016,0
17.82282592786813,3.219009436442589,40
58.3395887636693,4.257386468216932,40
62.815700621879124,4.3634386102483775,10
77.0895526765897,1.9725111151658477,0
48.84935916067114,2.479564791347922,20
21.48222725160074,3.17535352552639,40
35.539831521885205,2.3707820523236514,20
42.67740667587716,6.580035015390575,40
68.13255171984412,3.5609815508821123,40
61.37004742020207,4.072197509328279,40
42.048705330806165,3.914097181102995,40
98.78637239136818,5.183137778458942,10
64.51973374211984,3.002850058805836,40
31.350411256239504,1.3320810633326985,30
19.160422535836336,3.386606452206756,40
23.75732252658988,1.899809671793474,20
32.136195554605735,2.0324883387634918,40
24.46132359336001,3.7527924279199953,30
26.79103216461752,5.3712233220420185,30
35.65856518244624,2.750270766026461,40
25.603623576527934,3.221535653610136,20
90.70888821637827,6.93248420113879,40
17.221037109547797,3.103139213795181,30
57.20602506132292,11.369402010993847,40
46.935714429069535,3.709994169657982,40
98.41407552177458,1.0320844369519615,0
20.08350119512471,4.113761807845542,20
45.80700391411675,3.352267932935869,40
97.2523389947832,5.525446257584135,30
87.89564133045822,3.9363336452776947,20
83.5364863854352,2.5189677858194455,20
33.211254434044584,1.3862967317720125,0
25.379882865105923,2.423074548759857,30
70.17788979319879,1.7026974863746753,0
93.64383902148272,1.9752838362960299,10
60.10866037125368,3.757365783694315,40
61.44514205229099,6.810376993183468,40
35.19811842942558,3.377275574440613,30
79.25436398727432,1.4081324400963127,10
26.833937370177104,3.471307997720613,20
39.13113127638193,5.249576032640582,20
48.28927947547751,1.9437505941635158,30
55.68493408160095,2.5251249794894366,40
31.816875917357223,2.740330427483138,10
20.335314226528318,1.7652740153135962,30
64.95580381974693,3.8827910531002017,20
35.97674979162302,2.5433408657757717,10
62.31143992803511,3.4237719208134543,30
23.89264437467821,1.6684237229283474,10
53.30260916693357,2.136989226309846,30
57.93304892964273,4.044305113706272,30
14.664118314018422,2.2143120455757628,30
40.294385037452855,7.027493635757088,30
22.09732092450768,2.1819088172186323,40
15.703747342549097,3.0758355845661955,40
99.09642091509507,4.539990672474903,30
39.011846047725065,1.2459506924215202,0
82.88870012691714,1.0320582955608768,0
32.917658928738746,1.1745546177157686,10
71.33524500015363,5.443494668343959,20
78.42050739007179,2.0066727852164403,10
63.60748665470599,11.100715959760704,20
52.441856969514255,1.9930454000760964,0
47.06568227325417,3.008685332557768,30
41.39814398886958,6.348131222439638,20
93.65762298230433,8.193581374013123,10
84.75574670089563,8.447131929694418,40
96.85242195998613,5.283566941984858,40
21.186750113699027,4.774238043683658,40
75.77807276832799,3.7655345203846844,10
94.45064111389341,4.170761328347967,30
26.310975954909413,2.007415062826801,20
15.984664063009975,1.7332367498349723,10
76.70085843610532,2.7132415077578207,10
61.70258018619207,2.475391233355492,30
85.76458990824449,2.1185344932434327,40
22.579513896366056,3.986896449792501,40
81.57405806739011,4.597064118896066,10
28.14645880429701,2.8537210876598524,40
24.729034857913405,6.126609788923782,30
24.783921813789366,1.4507359613603663,10
83.3117248208244,2.4436364969112603,10
69.86774986265802,1.8326219915509119,10
57.07588822922074,0.9737553969337682,0
42.29474357111523,2.5974381251576832,10
88.94804867317974,2.5422229371303358,10
45.32005966803718,6.248849449882131,10
83.49394955244193,3.8456645639647125,30
49.52214177131966,1.5475874687848852,0
43.92499864824168,7.536447457328195,40
51.64118071026458,5.320506643389517,40
37.12400867477279,3.743996923527984,30
77.2848442158626,2.3999160213381496,30
55.24483510832312,1.6036919178044993,0
30.89914256321356,2.2150750225758533,10
90.96171159471116,4.947150433590517,20
44.55020992358903,7.663911309604905,30
58.919757500258974,6.35209030451604,30
91.58248998680922,2.0774326283285256,10
66.18141963225929,1.4684543891490116,0
20.520823663752765,2.937290141718586,20
94.58489112521276,1.0277360248991088,0
66.49372477642761,3.247034904401555,0
40.14150531913775,2.5063276083932022,20
22.534486539704854,2.1036626066748543,40
